Understat_ID,FPL_ID,Understat_Name,FPL_Name
5786,524,Yoane Wissa,Yoane Wissa
7700,345,Che Adams,Che Adams
501,447,Danny Welbeck,Danny Welbeck
1389,123,Jorginho,Jorge Luiz Frello Filho
2335,423,Pablo Fornals,Pablo Fornals
2381,187,Rodrigo,Rodrigo Moreno
2662,137,Christian Pulisic,Christian Pulisic
3697,586,Odsonne Edouard,Odsonne Edouard
4105,430,Raúl Jiménez,Raúl Jiménez
5556,587,Ademola Lookman,Ademola Lookman
5956,210,Youri Tielemans,Youri Tielemans
6681,215,Harvey Barnes,Harvey Barnes
7752,26,Gabriel Martinelli,Gabriel Teodoro Martinelli Silva
8384,518,Armando Broja,Armando Broja
8941,51,Jacob Ramsey,Jacob Ramsey
101,307,Allan Saint-Maximin,Allan Saint-Maximin
465,468,Joshua King,Joshua King
482,228,Roberto Firmino,Roberto Firmino
488,681,Philippe Coutinho,Philippe Coutinho Correia
535,416,Manuel Lanzini,Manuel Lanzini
762,484,Demarai Gray,Demarai Gray
3420,232,Fabinho,Fabio Henrique Tavares
4456,109,Chris Wood,Chris Wood
5555,177,Dominic Calvert-Lewin,Dominic Calvert-Lewin
5613,23,Gabriel,Gabriel Magalhães
5675,399,Ismaila Sarr,Ismaila Sarr
5735,159,Jean-Philippe Mateta,Jean-Philippe Mateta
6482,20,Eddie Nketiah,Edward Nketiah
6691,701,Dejan Kulusevski,Dejan Kulusevski
6954,472,Juan Camilo Hernández,Juan Camilo Hernández Suárez
7490,289,Mason Greenwood,Mason Greenwood
8067,142,Reece James,Reece James
8288,422,Tomas Soucek,Tomas Soucek
8327,697,Bruno Guimarães,Bruno Guimarães Rodriguez Moura
8379,74,Alexis Mac Allister,Alexis Mac Allister
8845,583,Hee-Chan Hwang,Hee-Chan Hwang
9738,455,Patson Daka,Patson Daka
65,134,Timo Werner,Timo Werner
87,310,Joelinton,Joelinton Cássio Apolinário de Lira
318,4,Pierre-Emerick Aubameyang,Pierre-Emerick Aubameyang
556,281,Marcus Rashford,Marcus Rashford
606,149,Christian Benteke,Christian Benteke
620,213,Kelechi Iheanacho,Kelechi Iheanacho
757,155,Jeffrey Schlupp,Jeffrey Schlupp
1621,122,Marcos Alonso,Marcos Alonso
2203,43,Emiliano Buendía,Emiliano Buendía Stati
2498,259,Aymeric Laporte,Aymeric Laporte
3277,6,Alexandre Lacazette,Alexandre Lacazette
5595,287,Daniel James,Daniel James
6042,343,Jan Bednarek,Jan Bednarek
6552,96,Bryan Mbeumo,Bryan Mbeumo
6817,274,Fred,Frederico Rodrigues de Paula Santos
6851,429,Conor Coady,Conor Coady
6853,436,Rúben Neves,Rúben Diogo da Silva Neves
6894,517,Mohamed Elyounoussi,Mohamed Elyounoussi
8150,503,Anthony Gordon,Anthony Gordon
8864,44,Matthew Cash,Matthew Cash
8992,131,Hakim Ziyech,Hakim Ziyech
9680,84,Vitaly Janelt,Vitaly Janelt
10408,696,Luis Díaz,Luis Díaz
332,224,Joel Matip,Joel Matip
484,235,Divock Origi,Divock Origi
672,153,Jordan Ayew,Jordan Ayew
675,33,Jack Grealish,Jack Grealish
775,482,Andros Townsend,Andros Townsend
782,135,Ben Chilwell,Benjamin Chilwell
833,229,Virgil van Dijk,Virgil van Dijk
1078,81,Sergi Canos,Sergi Canós
1653,169,Michael Keane,Michael Keane
1654,106,Ben Mee,Ben Mee
1688,234,Andrew Robertson,Andrew Robertson
1801,76,Pontus Jansson,Pontus Jansson
1822,127,Antonio Rüdiger,Antonio Rüdiger
2163,190,Diego Llorente,Diego Llorente
3288,121,Thiago Silva,Thiago Emiliano da Silva
5247,239,Naby Keita,Naby Keita
6345,485,Jadon Sancho,Jadon Sancho
6615,527,Trevoh Chalobah,Trevoh Chalobah
7083,77,Christian Nørgaard,Christian Nørgaard
7723,35,John McGinn,John McGinn
8239,236,Takumi Minamino,Takumi Minamino
8272,404,João Pedro,João Pedro Junqueira de Jesus
8300,369,Steven Bergwijn,Steven Bergwijn
9679,83,Rico Henry,Rico Henry
76,305,Fabian Schär,Fabian Schär
239,55,Pascal Groß,Pascal Groß
343,365,Pierre-Emile Højbjerg,Pierre-Emile Højbjerg
500,174,Alex Iwobi,Alex Iwobi
534,411,Aaron Cresswell,Aaron Cresswell
558,276,Jesse Lingard,Jesse Lingard
579,258,Nathan Aké,Nathan Aké
593,575,Aaron Lennon,Aaron Lennon
605,222,Jordan Henderson,Jordan Henderson
614,453,Fernandinho,Fernando Luiz Rosa
652,678,Kieran Trippier,Kieran Trippier
751,130,N&#039;Golo Kanté,N'Golo Kanté
769,291,Jonjo Shelvey,Jonjo Shelvey
770,211,Ayoze Pérez,Ayoze Pérez
772,354,Moussa Sissoko,Moussa Sissoko
804,414,Craig Dawson,Craig Dawson
822,189,Patrick Bamford,Patrick Bamford
842,335,Oriol Romeu,Oriol Romeu Vidal
844,104,Jay Rodriguez,Jay Rodriguez
966,227,Alex Oxlade-Chamberlain,Alex Oxlade-Chamberlain
985,178,Mason Holgate,Mason Holgate
1017,111,Matej Vydra,Matej Vydra
1683,298,Ryan Fraser,Ryan Fraser
1726,173,Abdoulaye Doucouré,Abdoulaye Doucouré
1791,237,Trent Alexander-Arnold,Trent Alexander-Arnold
2254,125,Mateo Kovacic,Mateo Kovacic
2280,433,Jonny,Jonathan Castro Otto
2328,15,Thomas Partey,Thomas Partey
3293,362,Lucas Moura,Lucas Rodrigues Moura da Silva
3294,269,Edinson Cavani,Edinson Cavani
3422,426,João Moutinho,João Filipe Iria Santos Moutinho
3491,431,Romain Saiss,Romain Saïss
4419,525,Adam Armstrong,Adam Armstrong
6122,50,Douglas Luiz,Douglas Luiz Soares de Paulo
6249,367,Davinson Sánchez,Davinson Sánchez
6441,268,Ferrán Torres,Ferran Torres
6630,19,Joe Willock,Joseph Willock
6852,360,Matt Doherty,Matt Doherty
6893,339,Stuart Armstrong,Stuart Armstrong
7052,700,Wout Weghorst,Wout Weghorst
7187,370,Sergio Reguilón,Sergio Reguilón
7236,434,Leander Dendoncker,Leander Dendoncker
7295,516,Joshua Sargent,Joshua Sargent
7603,477,Marc Guehi,Marc Guéhi
7699,61,Adam Webster,Adam Webster
7726,45,Ezri Konsa Ngoyo,Ezri Konsa Ngoyo
8291,438,Daniel Podence,Daniel Castelo Podence
8323,115,Josh Brownhill,Josh Brownhill
8716,185,Luke Ayling,Luke Ayling
8821,282,Donny van de Beek,Donny van de Beek
8934,461,Trincão,Francisco Machado Mota de Castro Trincão
8961,262,Rúben Dias,Rúben Santos Gato Alves Dias
9339,577,Joe Gelhardt,Joe Gelhardt
9524,512,Anthony Elanga,Anthony Elanga
9733,451,Nathan Collins,Nathan Collins
9734,462,Enock Mwepu,Enock Mwepu
9948,464,Michael Olise,Michael Olise
204,7,Granit Xhaka,Granit Xhaka
229,225,Thiago Alcántara,Thiago Alcántara do Nascimento
462,378,Dan Gosling,Dan Gosling
508,10,Calum Chambers,Calum Chambers
528,409,Angelo Ogbonna,Angelo Ogbonna
530,147,James Tomkins,James Tomkins
533,406,Mark Noble,Mark Noble
553,278,Anthony Martial,Anthony Martial
585,165,Seamus Coleman,Seamus Coleman
586,252,John Stones,John Stones
592,124,Ross Barkley,Ross Barkley
645,363,Dele Alli,Bamidele Alli
646,699,Christian Eriksen,Christian Eriksen
660,364,Ben Davies,Ben Davies
681,119,César Azpilicueta,César Azpilicueta
712,101,Jack Cork,Jack Cork
753,202,Marc Albrighton,Marc Albrighton
766,299,Jamaal Lascelles,Jamaal Lascelles
790,336,Nathan Redmond,Nathan Redmond
807,201,Jonny Evans,Jonny Evans
813,591,Salomón Rondón,Salomón Rondón
839,519,Shane Long,Shane Long
847,5,Cédric Soares,Cédric Soares
884,39,Matt Targett,Matt Targett
885,342,Kyle Walker-Peters,Kyle Walker-Peters
900,435,Adama Traoré,Adama Traoré
935,128,Kurt Zouma,Kurt Zouma
1014,193,Tyler Roberts,Tyler Roberts
1024,38,Tyrone Mings,Tyrone Mings
1032,323,Kieran Dowell,Kieran Dowell
1042,176,Tom Davies,Tom Davies
1123,495,Juraj Kucka,Juraj Kucka
1652,110,Matthew Lowton,Matthew Lowton
1665,98,James Tarkowski,James Tarkowski
1687,273,Harry Maguire,Harry Maguire
1719,302,Javier Manquillo,Javier Manquillo
1740,272,Paul Pogba,Paul Pogba
1746,297,Jeff Hendrick,Jeff Hendrick
1749,14,Rob Holding,Rob Holding
1760,417,Arthur Masuaku,Arthur Masuaku
2245,555,Raphael Varane,Raphaël Varane
2379,256,João Cancelo,João Pedro Cavaco Cancelo
3303,207,Ricardo Pereira,Ricardo Domingos Barbosa Pereira
3729,676,Hassane Kamara,Hassane Kamara
4381,186,Mateusz Klich,Mateusz Klich
4422,105,Ashley Barnes,Ashley Barnes
5221,492,Leon Bailey,Leon Bailey
5264,217,Caglar Söyüncü,Çaglar Söyüncü
5553,421,Declan Rice,Declan Rice
5560,285,Scott McTominay,Scott McTominay
5568,585,Connor Roberts,Connor Roberts
5609,70,Yves Bissouma,Yves Bissouma
5612,42,Anwar El Ghazi,Anwar El Ghazi
5619,471,Pierre Lees-Melou,Pierre Lees-Melou
5656,17,Nicolas Pepe,Nicolas Pépé
5962,375,Tanguy NDombele Alvaro,Tanguy Ndombele
6030,594,Zanka,Mathias Jorgensen
6047,56,Shane Duffy,Shane Duffy
6048,59,Lewis Dunk,Lewis Dunk
6062,306,Isaac Hayden,Isaac Hayden
6063,304,Jacob Murphy,Jacob Murphy
6157,209,Timothy Castagne,Timothy Castagne
6274,412,Andriy Yarmolenko,Andriy Yarmolenko
6276,582,Nikola Vlasic,Nikola Vlasic
6382,441,Pedro Neto,Pedro Lomba Neto
6424,425,Ben Johnson,Ben Johnson
6456,140,Callum Hudson-Odoi,Callum Hudson-Odoi
6523,449,Milot Rashica,Milot Rashica
6665,244,Curtis Jones,Curtis Jones
6674,470,Rayan Ait Nouri,Rayan Ait Nouri
6859,36,Kortney Hause,Kortney Hause
7069,85,Saman Ghoddos,Saman Ghoddos
7078,309,Sean Longstaff,Sean Longstaff
7134,584,Marc Cucurella,Marc Cucurella
7218,494,Cristian Romero,Cristian Romero
7332,439,Max Kilman,Max Kilman
7382,58,Dan Burn,Dan Burn
7420,308,Miguel Almirón,Miguel Almirón
1245,539,Emerson,Emerson Palmieri dos Santos
7470,581,Mathias Normann,Mathias Normann
7690,319,Grant Hanley,Grant Hanley
7693,318,Kenny McLean,Kenny McLean
8021,329,Adam Idah,Adam Idah
8089,16,Kieran Tierney,Kieran Tierney
8476,544,Jarrad Branthwaite,Jarrad Branthwaite
8706,160,Eberechi Eze,Eberechi Eze
8717,198,Pascal Struijk,Pascal Struijk
8718,188,Stuart Dallas,Stuart Dallas
8780,62,Joël Veltman,Joël Veltman
9453,538,Moisés Caicedo,Moisés Caicedo
9512,491,Valentino Livramento,Tino Livramento
9677,483,Kristoffer Ajer,Kristoffer Ajer
9678,91,Ethan Pinnock,Ethan Pinnock
9685,89,Mads Roerslev,Mads Roerslev Rasmussen
9691,466,Nuno Tavares,Nuno Varela Tavares
9739,505,Kiernan Dewsbury-Hall,Kiernan Dewsbury-Hall
9833,331,Andrew Omobamidele,Andrew Omobamidele
9914,499,Shandon Baptiste,Shandon Baptiste
10291,675,Vitalii Mykolenko,Vitalii Mykolenko
62,317,Lukas Rupp,Lukas Rupp
111,340,Jannik Vestergaard,Jannik Vestergaard
181,1,Bernd Leno,Bernd Leno
200,133,Andreas Christensen,Andreas Christensen
342,11,Sead Kolasinac,Sead Kolasinac
461,292,Matt Ritchie,Matt Ritchie
473,204,Danny Ward,Danny Ward
486,53,Adam Lallana,Adam Lallana
489,221,James Milner,James Milner
496,12,Mohamed Elneny,Mohamed Naser El Sayed Elneny
503,332,Theo Walcott,Theo Walcott
509,480,Wayne Hennessey,Wayne Hennessey
510,474,Joel Ward,Joel Ward
532,150,Cheikhou Kouyaté,Cheikhou Kouyaté
546,270,David de Gea,David de Gea
554,459,Juan Mata,Juan Mata
574,380,Troy Deeney,Troy Deeney
581,379,Craig Cathcart,Craig Cathcart
596,381,Tom Cleverley,Tom Cleverley
603,493,Nathaniel Clyne,Nathaniel Clyne
624,641,Willy Caballero,Willy Caballero
631,52,Ashley Young,Ashley Young
633,148,James McArthur,James McArthur
635,334,Alex McCarthy,Alex McCarthy
637,353,Hugo Lloris,Hugo Lloris
638,249,Kyle Walker,Kyle Walker
641,377,Danny Rose,Danny Rose
643,361,Eric Dier,Eric Dier
669,107,Ashley Westwood,Ashley Westwood
688,132,Ruben Loftus-Cheek,Ruben Loftus-Cheek
689,690,Kenedy,Robert Kenedy Nunes do Nascimento
694,481,Asmir Begovic,Asmir Begović
695,32,Bertrand Traoré,Bertrand Traoré
697,271,Nemanja Matic,Nemanja Matic
706,408,Lukasz Fabianski,Lukasz Fabianski
708,465,Federico Fernández,Federico Fernández
741,170,Jordan Pickford,Jordan Pickford
743,300,Dwight Gayle,Dwight Gayle
745,200,Kasper Schmeichel,Kasper Schmeichel
759,208,Daniel Amartey,Daniel Amartey
780,294,Karl Darlow,Karl Darlow
785,452,John Ruddy,John Ruddy
803,376,Ben Foster,Ben Foster
831,333,Fraser Forster,Fraser Forster
835,473,Ryan Bertrand,Ryan Bertrand
852,513,Freddie Woodman,Freddie Woodman
853,301,Paul Dummett,Paul Dummett
856,156,Jack Butland,Jack Butland
875,293,Ciaran Clark,Ciaran Clark
876,163,Fabian Delph,Fabian Delph
887,100,Erik Pieters,Erik Pieters
902,321,Sam Byram,Sam Byram
934,283,Axel Tuanzebe,Axel Tuanzebe
951,632,Phil Jones,Phil Jones
971,366,Harry Winks,Harry Winks
982,314,Tim Krul,Tim Krul
987,238,Joseph Gomez,Joseph Gomez
1006,275,Luke Shaw,Luke Shaw
1025,389,Daniel Bachmann,Daniel Bachmann
1053,49,Keinan Davis,Keinan Davis
1084,502,Jonjoe Kenny,Jonjoe Kenny
1142,677,Samir,Samir Caetano de Souza Santos
1257,231,Alisson,Alisson Ramses Becker
1304,564,Moise Kean,Moise Kean
1379,171,Allan,Allan Marques Loureiro
1441,390,Adam Masina,Adam Masina
1545,303,Emil Krafth,Emil Krafth
1663,108,Johann Berg Gudmundsson,Johann Berg Gudmundsson
1675,395,Ashley Fletcher,Ashley Fletcher
1707,456,Ben Gibson,Ben Gibson
1711,552,Adam Forshaw,Adam Forshaw
1725,384,Christian Kabasele,Christian Kabasele
1735,338,Jack Stephens,Jack Stephens
1739,286,Eric Bailly,Eric Bailly
1747,103,Kevin Long,Kevin Long
1750,13,Ainsley Maitland-Niles,Ainsley Maitland-Niles
1785,203,Nampalys Mendy,Nampalys Mendy
1823,168,Lucas Digne,Lucas Digne
1828,279,Alex Telles,Alex Nicolao Telles
2190,146,Vicente Guaita,Vicente Guaita
2266,592,Saúl Ñíguez,Saúl Ñíguez
2310,489,Alphonse Areola,Alphonse Areola
2383,172,André Gomes,André Filipe Tavares Gomes
2958,264,Oleksandr Zinchenko,Oleksandr Zinchenko
3203,424,Issa Diop,Issa Diop
3387,618,Nicolas N&#039;Koulou,Nicolas Nkoulou
3389,253,Benjamin Mendy,Benjamin Mendy
3428,192,Hélder Costa,Hélder Wander Sousa de Azevedo e Costa
3468,673,Jonas Lössl,Jonas Lössl
3696,34,Morgan Sanson,Morgan Sanson
4401,30,Emiliano Martinez,Emiliano Martínez
4475,28,Jed Steer,Jed Steer
4764,504,Jean-Philippe Gbamin,Jean-Philippe Gbamin
5043,382,Kiko Femenía,Francisco Femenía Far
5061,129,Kepa,Kepa Arrizabalaga
5191,728,Álvaro Fernández,Álvaro Fernández
5544,448,Angus Gunn,Angus Gunn
5545,216,Wilfred Ndidi,Wilfred Ndidi
5549,152,Luka Milivojevic,Luka Milivojevic
5552,112,Nick Pope,Nick Pope
5584,288,Aaron Wan-Bissaka,Aaron Wan-Bissaka
5603,559,Aaron Ramsdale,Aaron Ramsdale
5648,501,Malang Sarr,Malang Sarr
5681,372,Giovani Lo Celso,Giovani Lo Celso
5708,432,Fernando Marçal,Fernando Marçal
6027,157,Jairo Riedewald,Jairo Riedewald
6044,113,Charlie Taylor,Charlie Taylor
6049,60,Solly March,Solomon March
6051,102,Dale Stephens,Dale Stephens
6054,257,Ederson,Ederson Santana de Moraes
6080,284,Victor Lindelöf,Victor Lindelöf
6104,386,Will Hughes,Will Hughes
6108,702,Rodrigo Bentancur,Rodrigo Bentancur
6163,437,Nélson Semedo,Nélson Cabral Semedo
6252,567,Lyanco,Lyanco Evangelista Silveira Neves Vojnovic
6273,194,Robin Koch,Robin Koch
6310,458,Boubakary Soumare,Boubakary Soumaré
6314,488,Joachim Andersen,Joachim Andersen
6326,243,Ibrahima Konaté,Ibrahima Konaté
6377,374,Joe Rodon,Joe Rodon
6418,214,Hamza Choudhury,Hamza Choudhury
6451,161,Nathan Ferguson,Nathan Ferguson
6477,622,Cenk Tosun,Cenk Tosun
6485,463,Júnior Firpo,Héctor Junior Firpo Adames
6492,531,Reiss Nelson,Reiss Nelson
6500,460,Romain Perraud,Romain Perraud
6521,175,Yerry Mina,Yerry Mina
6532,295,Martin Dubravka,Martin Dubravka
6538,467,Oghenekaro Etebo,Oghenekaro Peter Etebo
6542,595,Jürgen Locadia,Jürgen Locadia
6736,349,Ibrahima Diallo,Ibrahima Diallo
6756,118,Dwight McNeil,Dwight McNeil
6837,368,Ryan Sessegnon,Ryan Sessegnon
6841,391,Ken Sema,Ken Sema
6850,428,Willy Boly,Willy Boly
6857,440,Morgan Gibbs-White,Morgan Gibbs-White
6880,143,Edouard Mendy,Edouard Mendy
6891,415,Ryan Fredericks,Ryan Fredericks
6923,351,Mohammed Salisu,Mohammed Salisu
6947,698,Samuel Kalu,Samuel Kalu
6962,691,Robin Olsen,Robin Olsen
6996,387,William Troost-Ekong,William Troost-Ekong
7081,396,Francisco Sierralta,Francisco Sierralta
7166,86,Mathias Jensen,Mathias Jensen
7198,373,Oliver Skipp,Oliver Skipp
7235,54,Jason Steele,Jason Steele
7278,403,Imran Louza,Imrân Louza
7280,546,Yan Valery,Yan Valery
7281,510,Diogo Dalot,José Diogo Dalot Teixeira
7298,67,Ben White,Ben White
7338,487,Bryan Gil Salvatierra,Bryan Gil Salvatierra
7376,580,Ozan Kabak,Ozan Kabak
7546,506,Harvey Elliott,Harvey Elliott
7589,220,Wesley Fofana,Wesley Fofana
7688,326,Max Aarons,Max Aarons
7689,179,Ben Godfrey,Ben Godfrey
7691,311,Jamal Lewis,Jamal Lewis
7695,325,Todd Cantwell,Todd Cantwell
7701,350,Moussa Djenepo,Moussa Djenepo
7722,37,Trézéguet,Mahmoud Ahmed Ibrahim Hassan
7724,47,Wesley,Wesley Moraes
7753,218,James Justin,James Justin
7817,260,Zack Steffen,Zack Steffen
7904,242,Caoimhin Kelleher,Caoimhin Kelleher
7931,590,Takehiro Tomiyasu,Takehiro Tomiyasu
7988,145,Billy Gilmour,Billy Gilmour
7990,324,Christoph Zimmermann,Christoph Zimmermann
7991,72,Aaron Connolly,Aaron Connolly
8017,589,Alex Kral,Alex Kral
8020,73,Steven Alzate,Steven Alzate
8040,41,Marvelous Nakamba,Marvelous Nakamba
8075,290,Brandon Williams,Brandon Williams
8179,547,Luke Cundle,Luke Cundle
8204,246,Neco Williams,Neco Williams
8214,162,Tyrick Mitchell,Tyrick Mitchell
8222,371,Japhet Tanganga,Japhet Tanganga
8224,347,William Smallbone,William Smallbone
8226,71,Tariq Lamptey,Tariq Lamptey
8235,400,Jeremy Ngakia,Jeremy Ngakia
8351,443,Ki-Jana Hoever,Ki-Jana Hoever
8380,8,Pablo Marí,Pablo Marí
8456,346,Nathan Tella,Nathan Tella
8497,507,Cole Palmer,Cole Palmer
8544,624,Lewis Bate,Lewis Bate
8562,219,Luke Thomas,Luke Thomas
8582,602,Ellis Simms,Ellis Simms
8715,199,Illan Meslier,Illan Meslier
8719,191,Kalvin Phillips,Kalvin Phillips
8721,197,Jamie Shackleton,Jamie Shackleton
8778,445,Fabio Silva,Fabio Silva
8816,184,Liam Cooper,Liam Cooper
8852,245,Konstantinos Tsimikas,Konstantinos Tsimikas
8868,704,Liam Delap,Liam Delap
8965,418,Vladimir Coufal,Vladimir Coufal
9098,69,Robert Sánchez,Robert Sánchez
9220,563,Charlie Cresswell,Charlie Cresswell
9284,75,Jakub Moder,Jakub Moder
9287,630,Tyler Onyango,Tyler Onyango
9332,520,Dane Scarlett,Dane Scarlett
9356,526,Carney Chukwuemeka,Carney Chukwuemeka
9359,727,Shola Shoretire,Shola Shoretire
9415,497,Jaden Philogene-Bidace,Jaden Philogene-Bidace
9461,541,Jesurun Rak-Sakyi,Jesurun Rak-Sakyi
9470,718,Isaac Price,Isaac Price
9492,551,Crysencio Summerville,Crysencio Summerville
9493,550,Sam Greenwood,Sam Greenwood
9499,562,Cody Drameh,Cody Drameh
9554,638,Tim Iroegbunam,Tim Iroegbunam
9558,706,Hannibal Mejbri,Hannibal Mejbri
9676,80,David Raya,David Raya Martin
9681,479,Frank Onyeka,Frank Onyeka
9682,97,Mads Bidstrup,Mads Bidstrup
9683,90,Mads Bech Sørensen,Mads Bech Sørensen
9684,88,Marcus Forss,Marcus Forss
9687,87,Charlie Goode,Charlie Goode
9689,478,Albert Sambi Lokonga,Albert Sambi Lokonga
9690,530,Folarin Balogun,Folarin Balogun
9700,490,Kristoffer Klaesson,Kristoffer Klaesson
9735,537,Taylor Richards,Taylor Richards
9740,475,José Sá,José Malheiro de Sá
9741,548,Chem Campbell,Chem Campbell
9745,457,Dimitris Giannoulis,Dimitris Giannoulis
9746,528,Christos Tzolis,Christos Tzolis
9747,515,Bali Mumba,Bali Mumba
9748,327,Jacob Sørensen,Jacob Sørensen
9912,568,Cameron Archer,Cameron Archer
9915,498,Dominic Thompson,Dominic Thompson
9916,569,Finley Stevens,Finley Stevens
9933,576,Liam McCarron,Liam McCarron
9957,557,Ozan Tufan,Ozan Tufan
10001,601,Stuart McKinstry,Stuart McKinstry
10027,607,Lewis Dobbin,Lewis Dobbin
10028,608,Leo Fuhr Hjelde,Leo Fuhr Hjelde
10036,612,Jeremy Sarmiento,Jeremy Sarmiento
10061,617,Harrison Ashby,Harrison Ashby
10091,620,Tyler Morton,Tyler Morton
10092,79,Tariqe Fosu-Henry,Tariqe Fosu-Henry
10097,328,Przemyslaw Placheta,Przemyslaw Placheta
10118,625,Kaide Gordon,Kaide Gordon
10126,629,James McAtee,James McAtee
10141,634,Sonny Perkins,Sonny Perkins
10150,640,Nathan Young-Coombes,Nathan Young-Coombes
10166,647,Kasey McAteer,Kasey McAteer
10168,646,Lewis Brunt,Lewis Brunt
10172,648,Jonathan Rowe,Jonathan Rowe
10174,651,CJ Egan-Riley,Conrad Egan-Riley
10177,655,Evan Ferguson,Evan Ferguson
10203,663,Kayky,Kayky da Silva Chagas
10290,679,Edo Kayembe,Edo Kayembe
10293,685,Toti,Toti António Gomes
10327,689,Chiquinho,Francisco Jorge Tomás Oliveira
10405,82,Josh Dasilva,Pelenda Joshua Dasilva
10424,710,Daniel Chesters,Daniel Chesters
10525,716,Tony Springett,Tony Springett
10552,723,Alejandro Garnacho,Alejandro Garnacho Ferreyra
5264,217,,Çaglar Söyüncü
5603,496,,Aaron Ramsey
-1,715,,Abu Kamara
-1,469,,Adedapo Awokoya-Mebude
-1,223,,Adrián San Miguel del Castillo
-1,733,,Adrian Blake
-1,644,,Ajibola Alese
10552,723,,Alejandro Garnacho Ferreyra
-1,730,,Alex Kirk
1828,279,,Alex Nicolao Telles
-1,714,,Alfie Devine
-1,66,,Alireza Jahanbakhsh
1257,231,,Alisson Ramses Becker
1379,171,,Allan Marques Loureiro
-1,636,,Amad Diallo
-1,535,,Andi Zeqiri
2383,172,,André Filipe Tavares Gomes
-1,383,,Andre Gray
-1,511,,Andreas Pereira
-1,444,,Andreas Söndergaard
-1,571,,Andy Lonergan
-1,736,,Anthony Mancini
-1,658,,Archie Gray
-1,652,,Armstrong Oko-Flex
-1,572,,Arthur Okonkwo
694,481,,Asmir Begović
-1,394,,Ayotomiwa Dele-Bashiru
-1,117,,Bailey Peacock-Farrell
645,363,,Bamidele Alli
-1,645,,Ben Nelson
-1,401,,Ben Wilmot
-1,553,,Ben Woodburn
782,135,,Benjamin Chilwell
-1,703,,Benjamin Chrisene
-1,167,,Bernard Anício Caldeira Duarte
-1,68,,Bernardo Fernandes Da Silva Junior
3635,261,,Bernardo Mota Veiga de Carvalho e Silva
-1,31,,Björn Engels
-1,534,,Bobby Thomas
6310,458,,Boubakary Soumaré
-1,659,,Brandon Austin
-1,661,,Bruno André Cavaco Jordão
8327,697,,Bruno Guimarães Rodriguez Moura
1228,277,,Bruno Miguel Borges Fernandes
-1,664,,Charlie Patino
-1,737,,Charlie Savage
-1,613,,Charlie Whitaker
-1,549,,Christian Marques
-1,615,,Cieran Slicker
-1,626,,Conor Bradley
-1,522,,Conor Coventry
-1,29,,Conor Hourihane
10174,651,,Conrad Egan-Riley
2371,579,,Cristiano Ronaldo dos Santos Aveiro
8291,438,,Daniel Castelo Podence
-1,344,,Daniel N'Lundulu
-1,726,,Dara Costelloe
-1,407,,Darren Randolph
9676,80,,David Raya Martin
-1,57,,Davy Pröpper
-1,280,,Dean Henderson
-1,206,,Dennis Praet
-1,597,,Dilan Markanday
-1,686,,Dion Sanderson
-1,397,,Domingos Quina
6122,50,,Douglas Luiz Soares de Paulo
-1,665,,Dynel Simeu
-1,653,,Ed Turns
6054,257,,Ederson Santana de Moraes
6482,20,,Edward Nketiah
-1,573,,Eldin Jakupovic
-1,92,,Ellery Balcombe
-1,609,,Elliot Anderson
7430,588,,Emerson Aparecido Leite de Souza Junior
1245,539,,Emerson Palmieri dos Santos
7230,21,,Emile Smith Rowe
2203,43,,Emiliano Buendía Stati
4401,30,,Emiliano Martínez
